instrument,sector,Year,q,ESGscore,Firm_Size,Leverage
GPN,Finance and Insurance,2017,1.6349,14.15,9.473,1.3954
GPN,Finance and Insurance,2018,1.672,24.82,9.49,1.4608
GPN,Finance and Insurance,2019,1.4587,26.2,10.703,0.3617
GPN,Finance and Insurance,2020,1.6848,41.43,10.697,0.3733
GPN,Finance and Insurance,2021,1.1291,45.28,10.721,0.4929
GPN,Finance and Insurance,2022,0.9118,41.44,10.71,0.6602
GPN,Finance and Insurance,2023,1.0056,41.44,10.831,0.7734
GRMN,Manufacturing,2004,5.8982,33.79,7.019,0.0
GRMN,Manufacturing,2005,5.2636,28.78,7.217,0.0
GRMN,Manufacturing,2006,6.3406,42.24,7.548,0.0002
GRMN,Manufacturing,2007,6.3944,36.51,8.099,0.0
GRMN,Manufacturing,2008,1.3133,28.68,7.981,0.0
GRMN,Manufacturing,2009,1.6071,30.62,8.25,0.0
GRMN,Manufacturing,2010,1.5101,48.44,8.291,0.0
GRMN,Manufacturing,2011,1.7332,47.42,8.405,0.0
GRMN,Manufacturing,2012,1.6539,63.02,8.48,0.0
GRMN,Manufacturing,2013,1.8473,49.08,8.493,0.0
GRMN,Manufacturing,2014,2.1592,59.1,8.454,0.0
GRMN,Manufacturing,2015,1.5673,54.84,8.412,0.0
GRMN,Manufacturing,2016,2.0206,59.97,8.417,0.0
GRMN,Manufacturing,2017,2.2375,57.94,8.519,0.0
GRMN,Manufacturing,2018,2.2287,57.75,8.591,0.0
GRMN,Manufacturing,2019,3.0271,61.9,8.727,0.0134
GRMN,Manufacturing,2020,3.2736,64.08,8.858,0.0172
GRMN,Manufacturing,2021,3.3507,60.61,8.969,0.0148
GRMN,Manufacturing,2022,2.3055,64.33,8.953,0.0225
GRMN,Manufacturing,2023,2.8816,64.33,9.06,0.0201
GS,Finance and Insurance,2002,0.7354,51.55,12.781,11.7214
GS,Finance and Insurance,2003,0.7309,28.84,12.909,11.4399
GS,Finance and Insurance,2004,0.6908,56.62,13.183,12.5733
GS,Finance and Insurance,2005,0.7254,63.03,13.469,17.2681
GS,Finance and Insurance,2006,0.7303,62.08,13.639,16.0456
GS,Finance and Insurance,2007,0.6922,46.43,13.929,17.0187
GS,Finance and Insurance,2008,0.6068,47.97,13.693,10.4058
GS,Finance and Insurance,2009,0.7017,71.88,13.652,7.9068
GS,Finance and Insurance,2010,0.7194,59.78,13.723,8.0069
GS,Finance and Insurance,2011,0.6674,58.31,13.736,8.4642
GS,Finance and Insurance,2012,0.6429,56.93,13.752,7.7978
GS,Finance and Insurance,2013,0.6643,59.78,13.723,7.3341
GS,Finance and Insurance,2014,0.6339,63.05,13.66,6.1853
GS,Finance and Insurance,2015,0.6082,67.43,13.666,5.8823
GS,Finance and Insurance,2016,0.6256,59.0,13.665,5.7978
GS,Finance and Insurance,2017,0.6382,66.37,13.729,6.905
GS,Finance and Insurance,2018,0.5767,70.85,13.745,5.9976
GS,Finance and Insurance,2019,0.5468,82.79,13.808,5.8159
GS,Finance and Insurance,2020,0.5251,88.65,13.967,6.0911
GS,Finance and Insurance,2021,0.5128,87.49,14.197,6.2207
GS,Finance and Insurance,2022,0.4797,86.49,14.181,5.3635
GS,Finance and Insurance,2023,0.5219,86.49,14.311,6.8753
GWW,Wholesale Trade,2002,1.9896,18.5,7.799,0.0775
GWW,Wholesale Trade,2003,1.7002,19.58,7.873,0.0808
GWW,Wholesale Trade,2004,2.1516,22.69,7.941,0.0046
GWW,Wholesale Trade,2005,2.0555,23.44,8.042,0.0041
GWW,Wholesale Trade,2006,1.9334,34.5,8.022,0.0044
GWW,Wholesale Trade,2007,2.2837,34.22,8.037,0.0532
GWW,Wholesale Trade,2008,1.8277,46.68,8.165,0.2603
GWW,Wholesale Trade,2009,2.0191,52.06,8.223,0.2428
GWW,Wholesale Trade,2010,2.5807,50.51,8.27,0.2241
GWW,Wholesale Trade,2011,2.8865,43.71,8.459,0.1965
GWW,Wholesale Trade,2012,2.9165,42.78,8.52,0.1867
GWW,Wholesale Trade,2013,3.4425,57.72,8.569,0.167
GWW,Wholesale Trade,2014,3.334,52.11,8.576,0.151
GWW,Wholesale Trade,2015,2.4848,58.96,8.676,0.8774
GWW,Wholesale Trade,2016,2.793,57.88,8.647,1.2498
GWW,Wholesale Trade,2017,2.6963,60.03,8.666,1.3859
GWW,Wholesale Trade,2018,3.0637,71.59,8.678,1.1556
GWW,Wholesale Trade,2019,3.4335,73.87,8.7,1.3175
GWW,Wholesale Trade,2020,3.8227,75.79,8.748,1.4311
GWW,Wholesale Trade,2021,4.4457,75.66,8.794,1.4739
GWW,Wholesale Trade,2022,4.0406,75.62,8.934,1.1086
GWW,Wholesale Trade,2023,5.3542,75.62,9.005,0.8835
HAL,Mining,2002,0.7539,42.95,9.461,0.4286
HAL,Mining,2003,0.9616,38.82,9.646,1.3565
HAL,Mining,2004,1.3484,33.45,9.668,1.0058
HAL,Mining,2005,2.3347,54.09,9.616,0.5016
HAL,Mining,2006,2.0106,78.37,9.73,0.3838
HAL,Mining,2007,2.7519,78.37,9.483,0.4058
HAL,Mining,2008,1.3127,73.28,9.574,0.3381
HAL,Mining,2009,1.9177,73.28,9.713,0.5241
HAL,Mining,2010,2.2397,68.73,9.814,0.3686
HAL,Mining,2011,1.546,74.26,10.072,0.3652
HAL,Mining,2012,1.3516,75.19,10.219,0.3057
HAL,Mining,2013,1.7419,71.61,10.283,0.5755
HAL,Mining,2014,1.2781,68.39,10.381,0.4828
HAL,Mining,2015,1.2042,76.68,10.517,0.9925
HAL,Mining,2016,2.1933,77.18,10.204,1.3154
HAL,Mining,2017,2.137,78.36,10.13,1.3148
HAL,Mining,2018,1.2935,83.89,10.165,1.0982
HAL,Mining,2019,1.2999,86.78,10.142,1.4357
HAL,Mining,2020,1.3397,91.32,9.937,2.2071
HAL,Mining,2021,1.3808,88.09,10.013,1.5388
HAL,Mining,2022,1.9169,86.03,10.054,1.1429
HAL,Mining,2023,1.6655,86.03,10.114,0.9555
HAS,Manufacturing,2002,0.9749,21.81,8.053,0.893
HAS,Manufacturing,2003,1.4055,17.48,8.059,0.5064
HAS,Manufacturing,2004,1.2594,25.41,8.084,0.3932
HAS,Manufacturing,2005,1.2523,30.98,8.102,0.3151
HAS,Manufacturing,2006,1.5765,26.27,8.038,0.3287
HAS,Manufacturing,2007,1.4117,57.72,8.082,0.6175
HAS,Manufacturing,2008,1.508,55.31,8.061,0.5158
HAS,Manufacturing,2009,1.422,56.71,8.268,0.7187
HAS,Manufacturing,2010,1.9289,63.29,8.317,0.8742
HAS,Manufacturing,2011,1.3759,75.7,8.326,1.1155
HAS,Manufacturing,2012,1.4449,77.36,8.372,1.0752
HAS,Manufacturing,2013,1.9549,72.71,8.39,0.8302
HAS,Manufacturing,2014,1.9108,78.38,8.419,1.2366
HAS,Manufacturing,2015,2.1433,84.53,8.46,1.0287
HAS,Manufacturing,2016,2.24,85.66,8.535,0.9239
HAS,Manufacturing,2017,2.4877,88.16,8.574,1.0102
HAS,Manufacturing,2018,2.2711,79.86,8.568,0.9717
HAS,Manufacturing,2019,2.1055,78.23,9.089,1.3991
HAS,Manufacturing,2020,1.6778,77.36,9.289,1.8321
HAS,Manufacturing,2021,1.8201,83.11,9.214,1.3885
HAS,Manufacturing,2022,1.3478,80.56,9.137,1.4467
HAS,Manufacturing,2023,1.6365,80.56,8.786,3.4065
HBAN,Finance and Insurance,2002,0.4026,28.49,10.219,3.0541
HBAN,Finance and Insurance,2003,0.44,17.03,10.325,3.6309
HBAN,Finance and Insurance,2004,0.4073,35.81,10.391,2.9689
HBAN,Finance and Insurance,2005,0.3604,33.86,10.397,2.5363
HBAN,Finance and Insurance,2006,0.3335,33.52,10.472,2.0531
HBAN,Finance and Insurance,2007,0.278,33.85,10.91,1.6471
HBAN,Finance and Insurance,2008,0.2021,33.85,10.903,1.5291
HBAN,Finance and Insurance,2009,0.1414,44.88,10.85,1.2824
HBAN,Finance and Insurance,2010,0.219,41.78,10.893,1.2678
HBAN,Finance and Insurance,2011,0.1705,38.46,10.905,0.9021
HBAN,Finance and Insurance,2012,0.1485,41.42,10.936,0.5468
HBAN,Finance and Insurance,2013,0.2157,41.32,10.993,0.842
HBAN,Finance and Insurance,2014,0.2303,41.32,11.102,1.1332
HBAN,Finance and Insurance,2015,0.2319,46.84,11.171,1.2375
HBAN,Finance and Insurance,2016,0.2643,57.48,11.51,1.2993
HBAN,Finance and Insurance,2017,0.2867,57.48,11.554,1.4638
HBAN,Finance and Insurance,2018,0.2125,80.3,11.597,1.0751
HBAN,Finance and Insurance,2019,0.2575,80.99,11.599,1.1979
HBAN,Finance and Insurance,2020,0.1756,78.69,11.72,0.8105
HBAN,Finance and Insurance,2021,0.1727,74.24,12.067,0.4602
HBAN,Finance and Insurance,2022,0.1775,73.64,12.117,0.7783
HBAN,Finance and Insurance,2023,0.168,73.64,12.151,0.7897
HD,Retail Trade,2002,1.6411,42.22,10.309,0.0671
HD,Retail Trade,2003,2.3643,44.16,10.447,0.0609
HD,Retail Trade,2004,2.3726,47.45,10.569,0.0894
HD,Retail Trade,2005,2.0281,42.57,10.703,0.1518
HD,Retail Trade,2006,1.7588,49.21,10.864,0.4659
HD,Retail Trade,2008,1.1648,66.09,10.625,0.6432
HD,Retail Trade,2009,1.4004,67.15,10.618,0.4993
HD,Retail Trade,2010,1.7303,60.45,10.6,0.5161
HD,Retail Trade,2011,1.9501,68.23,10.61,0.6027
HD,Retail Trade,2012,2.68,68.23,10.623,0.6073
HD,Retail Trade,2013,2.9808,62.85,10.61,1.1759
HD,Retail Trade,2014,3.847,78.28,10.595,1.8448
HD,Retail Trade,2015,4.2014,80.7,10.658,3.3748
HD,Retail Trade,2016,4.4014,83.61,10.668,5.4468
HD,Retail Trade,2017,5.8315,74.11,10.704,18.5887
HD,Retail Trade,2020,4.7477,68.06,11.165,13.1622
HD,Retail Trade,2022,4.9672,68.74,11.244,32.2433
HD,Retail Trade,2023,5.2578,68.74,11.245,50.0412
HES,Mining,2002,0.7467,13.9,9.493,1.1749
HES,Mining,2003,0.6236,13.9,9.546,0.74
HES,Mining,2004,0.6983,23.09,9.7,0.6869
HES,Mining,2005,0.8155,30.03,9.858,0.6035
HES,Mining,2006,0.8654,52.1,10.017,0.465
HES,Mining,2007,1.3898,67.88,10.171,0.4072
HES,Mining,2008,0.7502,68.4,10.261,0.3214
HES,Mining,2009,0.8235,70.65,10.291,0.3338
HES,Mining,2010,0.8879,69.4,10.474,0.3345
HES,Mining,2011,0.6482,73.63,10.575,0.3271
HES,Mining,2012,0.6031,70.45,10.679,0.3846
HES,Mining,2013,0.7672,70.74,10.663,0.2345
HES,Mining,2014,0.7021,74.74,10.56,0.2696
HES,Mining,2015,0.5994,77.26,10.44,0.342
HES,Mining,2016,0.9267,71.12,10.262,0.4683
HES,Mining,2017,0.949,75.71,10.048,0.6314
HES,Mining,2018,0.862,76.34,9.973,0.693
HES,Mining,2019,1.2995,79.63,9.989,0.9084
HES,Mining,2020,1.3432,77.12,9.843,1.6912
HES,Mining,2021,1.5633,75.43,9.929,1.451
HES,Mining,2022,2.4232,73.16,9.985,1.1649
HES,Mining,2023,2.2443,73.16,10.086,1.0681
HIG,Finance and Insurance,2002,0.0878,31.03,12.112,0.408
HIG,Finance and Insurance,2003,0.0991,29.31,12.328,0.4866
HIG,Finance and Insurance,2004,0.0975,46.1,12.467,0.3462
HIG,Finance and Insurance,2005,0.1076,20.98,12.562,0.3111
HIG,Finance and Insurance,2006,0.1057,56.54,12.697,0.231
HIG,Finance and Insurance,2007,0.0907,56.54,12.795,0.2768
HIG,Finance and Insurance,2008,0.043,51.66,12.569,0.8018
HIG,Finance and Insurance,2009,0.0516,66.44,12.637,0.468
HIG,Finance and Insurance,2010,0.0589,65.27,12.671,0.3538
HIG,Finance and Insurance,2011,0.0451,66.52,12.625,0.2921
HIG,Finance and Insurance,2012,0.0572,61.3,12.607,0.3329
HIG,Finance and Insurance,2013,0.083,64.48,12.535,0.3506
HIG,Finance and Insurance,2014,0.0974,56.13,12.409,0.3301
HIG,Finance and Insurance,2015,0.1021,60.53,12.339,0.3311
HIG,Finance and Insurance,2016,0.1034,63.97,12.317,0.3131
HIG,Finance and Insurance,2017,0.1121,76.61,12.325,0.3833
HIG,Finance and Insurance,2018,0.3325,73.69,11.04,0.3721
HIG,Finance and Insurance,2019,0.3799,74.96,11.168,0.3168
HIG,Finance and Insurance,2020,0.2986,79.58,11.213,0.251
HIG,Finance and Insurance,2021,0.3689,81.77,11.246,0.2929
HIG,Finance and Insurance,2022,0.3888,81.96,11.199,0.3379
HIG,Finance and Insurance,2023,0.3712,81.96,11.249,0.3005
HII,Manufacturing,2012,0.6224,29.78,8.763,2.7436
HII,Manufacturing,2013,0.9911,39.98,8.736,1.1696
HII,Manufacturing,2014,1.1376,28.52,8.743,1.2454
HII,Manufacturing,2015,1.1989,36.17,8.704,0.8544
HII,Manufacturing,2016,1.5409,36.06,8.757,0.7731
HII,Manufacturing,2017,1.8684,45.59,8.76,0.7275
HII,Manufacturing,2018,1.4503,38.08,8.761,0.8463
HII,Manufacturing,2019,1.667,34.88,8.858,0.9351
HII,Manufacturing,2020,1.0769,40.85,9.007,0.989
HII,Manufacturing,2021,1.0364,37.86,9.271,1.2621
HII,Manufacturing,2022,1.1428,40.45,9.293,0.918
HII,Manufacturing,2023,1.1601,40.45,9.325,0.6655
HOLX,Manufacturing,2005,4.5614,20.36,5.634,0.0
HOLX,Manufacturing,2006,2.7462,16.34,6.753,0.1058
HOLX,Manufacturing,2007,3.1592,13.99,6.972,0.0139
HOLX,Manufacturing,2008,0.8834,18.51,9.004,0.4813
HOLX,Manufacturing,2009,1.0806,25.48,8.646,0.7711
HOLX,Manufacturing,2010,1.0015,17.75,8.635,0.5497
HOLX,Manufacturing,2011,0.9174,32.68,8.701,0.5189
HOLX,Manufacturing,2012,0.9963,32.49,9.257,1.7128
HOLX,Manufacturing,2013,1.1616,30.91,9.105,2.494
HOLX,Manufacturing,2014,1.3153,24.72,9.038,2.0867
HOLX,Manufacturing,2015,1.9206,32.71,8.945,1.7684
HOLX,Manufacturing,2016,1.9362,43.26,8.898,1.579
HOLX,Manufacturing,2017,1.6899,51.04,8.985,1.2153
HOLX,Manufacturing,2018,1.9958,51.58,8.886,1.3847
HOLX,Manufacturing,2019,2.5809,70.71,8.771,1.4706
HOLX,Manufacturing,2020,2.816,73.85,8.881,1.1634
HOLX,Manufacturing,2021,2.4515,69.46,9.096,0.7454
HOLX,Manufacturing,2022,2.0798,67.78,9.113,0.5992
HOLX,Manufacturing,2023,2.1532,67.78,9.12,0.5789
HON,Manufacturing,2002,0.9288,23.91,10.224,0.5702
HON,Manufacturing,2003,1.1583,34.29,10.287,0.4809
HON,Manufacturing,2004,1.1388,40.06,10.344,0.4686
HON,Manufacturing,2005,1.1149,39.46,10.383,0.4537
HON,Manufacturing,2006,1.3342,40.97,10.34,0.5209
HON,Manufacturing,2007,1.5862,45.18,10.428,0.8303
HON,Manufacturing,2008,0.9155,47.27,10.477,1.1653
HON,Manufacturing,2009,1.0433,37.94,10.491,0.8601
HON,Manufacturing,2010,1.2758,49.96,10.541,0.6229
HON,Manufacturing,2011,1.2475,62.53,10.592,0.6991
HON,Manufacturing,2012,1.3662,64.72,10.642,0.5777
HON,Manufacturing,2013,1.7705,68.14,10.724,0.5055
HON,Manufacturing,2014,1.9106,53.52,10.724,0.4918
HON,Manufacturing,2015,1.8626,63.33,10.806,0.6601
HON,Manufacturing,2016,1.9191,66.66,10.899,0.8144
HON,Manufacturing,2017,2.2402,68.83,10.992,1.0351
HON,Manufacturing,2018,1.9492,74.02,10.964,0.8919
HON,Manufacturing,2019,2.4297,75.03,10.98,0.9034
HON,Manufacturing,2020,2.6542,75.03,11.076,1.3227
HON,Manufacturing,2021,2.5348,82.08,11.074,1.111
HON,Manufacturing,2022,2.6271,80.68,11.039,1.23
HON,Manufacturing,2023,2.5717,80.68,11.027,1.3582
HPE,Manufacturing,2016,0.6725,67.51,11.286,0.5132
HPE,Manufacturing,2017,0.5901,67.51,11.025,0.598
HPE,Manufacturing,2018,0.6099,66.44,10.924,0.5716
HPE,Manufacturing,2019,0.6768,71.12,10.855,0.8083
HPE,Manufacturing,2020,0.5211,76.69,10.897,1.0609
HPE,Manufacturing,2021,0.5814,76.28,10.963,0.73
HPE,Manufacturing,2022,0.5561,75.04,10.953,0.6788
HPE,Manufacturing,2023,0.5816,75.04,10.953,0.638
HPQ,Manufacturing,2003,1.01,49.33,11.221,0.2007
HPQ,Manufacturing,2004,0.8071,63.22,11.24,0.1899
HPQ,Manufacturing,2005,1.0965,82.42,11.256,0.1405
HPQ,Manufacturing,2006,1.3544,87.41,11.314,0.1362
HPQ,Manufacturing,2007,1.5953,84.14,11.393,0.2124
HPQ,Manufacturing,2008,0.9733,80.72,11.638,0.4584
HPQ,Manufacturing,2009,1.1155,71.35,11.651,0.3907
HPQ,Manufacturing,2010,0.9233,79.29,11.732,0.5514
HPQ,Manufacturing,2011,0.6455,79.29,11.772,0.7931
HPQ,Manufacturing,2012,0.5114,72.92,11.597,1.2674
HPQ,Manufacturing,2013,0.6537,73.21,11.568,0.8283
HPQ,Manufacturing,2014,0.8286,71.95,11.544,0.7304
HPQ,Manufacturing,2015,0.6857,70.41,11.579,0.8883
HRL,Manufacturing,2007,1.5822,45.69,8.13,0.2229
HRL,Manufacturing,2008,1.1756,57.51,8.193,0.2242
HRL,Manufacturing,2009,1.4141,64.41,8.214,0.1648
HRL,Manufacturing,2010,1.5927,63.25,8.307,0.1458
HRL,Manufacturing,2011,1.8917,69.5,8.353,0.0941
HRL,Manufacturing,2012,1.7567,72.4,8.426,0.0887
HRL,Manufacturing,2013,2.3818,71.89,8.5,0.0755
HRL,Manufacturing,2014,2.6507,60.4,8.604,0.0693
HRL,Manufacturing,2015,2.9776,58.93,8.723,0.1088
HRL,Manufacturing,2016,3.2333,64.99,8.759,0.0562
HRL,Manufacturing,2017,2.3962,69.08,8.85,0.0506
HRL,Manufacturing,2018,2.9395,68.66,9.005,0.1116
HRL,Manufacturing,2019,2.726,69.38,9.001,0.0422
HRL,Manufacturing,2020,2.7902,68.05,9.201,0.2115
HRL,Manufacturing,2021,2.0757,75.33,9.449,0.4875
HRL,Manufacturing,2022,2.1604,70.31,9.496,0.448
HRL,Manufacturing,2023,1.5791,70.31,9.507,0.4453
HSIC,Wholesale Trade,2007,1.7979,21.78,8.106,0.2565
HSIC,Wholesale Trade,2008,1.0296,24.57,8.189,0.2215
HSIC,Wholesale Trade,2009,1.3126,46.78,8.252,0.1239
HSIC,Wholesale Trade,2010,1.3382,36.9,8.422,0.183
HSIC,Wholesale Trade,2011,1.3154,34.23,8.464,0.1815
HSIC,Wholesale Trade,2012,1.4245,30.75,8.582,0.204
HSIC,Wholesale Trade,2013,1.8256,44.14,8.635,0.1742
HSIC,Wholesale Trade,2014,1.9824,49.51,8.722,0.26
HSIC,Wholesale Trade,2015,2.1287,50.56,8.78,0.2807
HSIC,Wholesale Trade,2016,1.9709,52.9,8.814,0.4364
HSIC,Wholesale Trade,2017,1.5882,56.37,8.963,0.5926
HSIC,Wholesale Trade,2018,1.6296,52.55,9.048,0.6633
HSIC,Wholesale Trade,2019,1.4771,46.03,8.875,0.333
HSIC,Wholesale Trade,2020,1.3544,71.03,8.958,0.2994
HSIC,Wholesale Trade,2021,1.3972,72.35,9.046,0.3552
HSIC,Wholesale Trade,2022,1.3969,68.38,9.06,0.4344
HSIC,Wholesale Trade,2023,1.1848,68.38,9.266,0.7499
HST,Real Estate Rental and Leasing,2005,1.481,36.04,9.017,2.4678
HST,Real Estate Rental and Leasing,2006,1.5812,34.25,9.377,1.1469
HST,Real Estate Rental and Leasing,2007,1.2301,40.46,9.377,1.0526
HST,Real Estate Rental and Leasing,2008,0.8308,40.46,9.389,1.0982
HST,Real Estate Rental and Leasing,2009,1.0657,27.24,9.438,0.9581
HST,Real Estate Rental and Leasing,2010,1.4141,65.31,9.426,0.869
HST,Real Estate Rental and Leasing,2011,1.2372,63.71,9.478,0.8616
HST,Real Estate Rental and Leasing,2012,1.2902,67.94,9.472,0.7928
HST,Real Estate Rental and Leasing,2013,1.5165,67.94,9.458,0.6584
HST,Real Estate Rental and Leasing,2014,1.7988,70.92,9.41,0.5442
HST,Real Estate Rental and Leasing,2015,1.3176,76.19,9.374,0.5687
HST,Real Estate Rental and Leasing,2016,1.5383,80.99,9.342,0.5217
HST,Real Estate Rental and Leasing,2017,1.5928,79.82,9.367,0.567
HST,Real Estate Rental and Leasing,2018,1.3383,86.13,9.4,0.512
HST,Real Estate Rental and Leasing,2019,1.433,89.44,9.418,0.6012
HST,Real Estate Rental and Leasing,2020,1.2778,84.25,9.464,0.9731
HST,Real Estate Rental and Leasing,2021,1.447,86.76,9.422,0.8469
HST,Real Estate Rental and Leasing,2022,1.3231,85.11,9.415,0.7128
HST,Real Estate Rental and Leasing,2023,1.5087,85.11,9.413,0.7194
HSY,Manufacturing,2002,2.8535,15.19,8.155,0.6415
HSY,Manufacturing,2003,3.0575,20.78,8.184,0.7665
HSY,Manufacturing,2004,3.9522,28.93,8.242,1.2053
HSY,Manufacturing,2005,3.5041,28.84,8.365,1.7255
HSY,Manufacturing,2006,3.2613,21.24,8.333,3.0612
HSY,Manufacturing,2007,2.6093,34.54,8.354,3.6031
HSY,Manufacturing,2008,2.7223,34.54,8.198,6.3088
HSY,Manufacturing,2009,2.64,74.64,8.209,2.1404
HSY,Manufacturing,2010,2.933,69.15,8.36,2.0251
HSY,Manufacturing,2011,3.5813,67.52,8.392,2.2239
HSY,Manufacturing,2012,3.8001,66.57,8.467,1.8393
HSY,Manufacturing,2013,4.4296,70.2,8.586,1.2226
HSY,Manufacturing,2014,4.4689,71.84,8.636,1.5013
HSY,Manufacturing,2015,4.0739,71.84,8.584,2.4254
HSY,Manufacturing,2016,4.5135,75.66,8.617,3.7923
HSY,Manufacturing,2017,4.8355,75.1,8.622,3.1906
HSY,Manufacturing,2018,3.4969,76.47,8.949,3.1869
HSY,Manufacturing,2019,4.3209,77.66,9.005,2.5758
HSY,Manufacturing,2020,4.0014,79.05,9.12,2.1577
HSY,Manufacturing,2021,4.346,87.11,9.251,1.9498
HSY,Manufacturing,2022,4.8025,85.27,9.301,1.5511
HSY,Manufacturing,2023,3.6321,85.27,9.385,1.2504
HUBB,Manufacturing,2009,1.3468,31.58,7.81,0.383
HUBB,Manufacturing,2010,1.5697,35.8,7.903,0.4096
HUBB,Manufacturing,2011,1.6005,27.27,7.954,0.4082
HUBB,Manufacturing,2012,1.9036,31.14,7.989,0.3592
HUBB,Manufacturing,2013,2.2093,18.28,8.067,0.3134
HUBB,Manufacturing,2014,2.061,18.28,8.109,0.3108
HUBB,Manufacturing,2015,2.022,47.89,8.074,0.37
HUBB,Manufacturing,2016,2.1204,49.15,8.168,0.6239
HUBB,Manufacturing,2017,2.28,52.37,8.222,0.6457
HUBB,Manufacturing,2018,1.4837,51.19,8.491,1.0071
HUBB,Manufacturing,2019,1.9847,57.27,8.498,0.8591
HUBB,Manufacturing,2020,2.0105,61.03,8.534,0.8198
HUBB,Manufacturing,2021,2.4397,70.65,8.572,0.6864
HUBB,Manufacturing,2022,2.6206,72.08,8.595,0.6599
HUBB,Manufacturing,2023,2.8874,72.08,8.841,0.796
HUM,Health Care and Social Assistance,2002,0.5064,30.36,8.434,0.4356
HUM,Health Care and Social Assistance,2003,0.8616,27.39,8.574,0.4693
HUM,Health Care and Social Assistance,2004,0.9875,59.85,8.641,0.3965
HUM,Health Care and Social Assistance,2005,1.4502,50.37,8.835,0.4426
HUM,Health Care and Social Assistance,2006,1.0644,52.4,9.223,0.5117
HUM,Health Care and Social Assistance,2007,1.1461,52.82,9.463,0.4857
HUM,Health Care and Social Assistance,2008,0.6311,59.96,9.476,0.4346
HUM,Health Care and Social Assistance,2009,0.6463,59.96,9.558,0.2905
HUM,Health Care and Social Assistance,2010,0.6762,53.71,9.687,0.241
HUM,Health Care and Social Assistance,2011,0.9051,62.71,9.782,0.2058
HUM,Health Care and Social Assistance,2012,0.6746,59.46,9.902,0.2951
HUM,Health Care and Social Assistance,2013,0.8922,59.85,9.94,0.2791
HUM,Health Care and Social Assistance,2014,1.0787,78.73,10.063,0.3965
HUM,Health Care and Social Assistance,2015,1.2382,85.42,10.115,0.3982
HUM,Health Care and Social Assistance,2016,1.3606,84.19,10.142,0.383
HUM,Health Care and Social Assistance,2017,1.4377,85.4,10.21,0.4999
HUM,Health Care and Social Assistance,2018,1.7671,86.16,10.143,0.5973
HUM,Health Care and Social Assistance,2019,1.8757,86.72,10.278,0.5079
HUM,Health Care and Social Assistance,2020,1.7161,88.58,10.462,0.5204
HUM,Health Care and Social Assistance,2021,1.645,75.18,10.7,0.8225
HUM,Health Care and Social Assistance,2022,1.7593,71.31,10.67,0.7664
HUM,Health Care and Social Assistance,2023,1.4492,71.31,10.759,0.7532
HWM,Manufacturing,2016,0.8092,74.25,9.905,1.5986
HWM,Manufacturing,2017,1.0665,74.25,9.837,1.4097
HWM,Manufacturing,2018,0.7745,54.61,9.836,1.1472
HWM,Manufacturing,2019,1.1107,52.29,9.774,1.3631
HWM,Manufacturing,2020,1.5353,62.2,9.345,1.4801
HWM,Manufacturing,2021,1.7388,65.68,9.232,1.2586
HWM,Manufacturing,2022,2.001,71.97,9.236,1.2061
HWM,Manufacturing,2023,2.4952,71.97,9.252,0.9631
IBM,"Professional, Scientific, and Technical Services",2002,1.6531,54.73,11.477,1.142
IBM,"Professional, Scientific, and Technical Services",2003,1.7297,76.55,11.557,0.8481
IBM,"Professional, Scientific, and Technical Services",2004,1.6958,63.2,11.601,0.7707
IBM,"Professional, Scientific, and Technical Services",2005,1.4376,69.19,11.569,0.6841
IBM,"Professional, Scientific, and Technical Services",2006,1.6374,61.83,11.545,0.7957
IBM,"Professional, Scientific, and Technical Services",2007,1.5363,61.83,11.699,1.239
IBM,"Professional, Scientific, and Technical Services",2008,1.3387,71.0,11.604,2.5195
IBM,"Professional, Scientific, and Technical Services",2009,1.8067,69.47,11.599,1.153
IBM,"Professional, Scientific, and Technical Services",2010,1.8408,77.25,11.639,1.242
IBM,"Professional, Scientific, and Technical Services",2011,2.106,71.01,11.665,1.5553
IBM,"Professional, Scientific, and Technical Services",2012,2.0744,72.07,11.689,1.764
IBM,"Professional, Scientific, and Technical Services",2013,1.8815,78.71,11.746,1.7426
IBM,"Professional, Scientific, and Technical Services",2014,1.6993,72.91,11.674,3.4382
IBM,"Professional, Scientific, and Technical Services",2015,1.5638,80.88,11.613,2.7969
IBM,"Professional, Scientific, and Technical Services",2016,1.6955,76.03,11.674,2.3111
IBM,"Professional, Scientific, and Technical Services",2017,1.5022,77.08,11.739,2.6614
IBM,"Professional, Scientific, and Technical Services",2018,1.1935,84.8,11.723,2.7276
IBM,"Professional, Scientific, and Technical Services",2019,1.2292,73.75,11.933,3.2704
IBM,"Professional, Scientific, and Technical Services",2020,1.1466,71.72,11.957,3.2271
IBM,"Professional, Scientific, and Technical Services",2021,1.3271,73.7,11.791,2.9173
IBM,"Professional, Scientific, and Technical Services",2022,1.4278,73.81,11.754,2.4614
IBM,"Professional, Scientific, and Technical Services",2023,1.5497,73.81,11.815,2.6599
ICE,Finance and Insurance,2005,7.5924,37.28,5.583,0.0
ICE,Finance and Insurance,2006,12.716,37.94,6.201,0.0
ICE,Finance and Insurance,2007,4.8782,37.94,7.936,0.1502
ICE,Finance and Insurance,2008,0.4242,32.09,9.613,0.1892
ICE,Finance and Insurance,2009,0.3912,26.96,9.994,0.1281
ICE,Finance and Insurance,2010,0.3495,19.86,10.19,0.2083
