instrument,sector,Year,q,ESGscore,Firm_Size,Leverage
CPT,Real Estate Rental and Leasing,2013,1.4255,42.51,8.636,0.9403
CPT,Real Estate Rental and Leasing,2014,1.6429,44.74,8.709,0.9744
CPT,Real Estate Rental and Leasing,2015,1.6918,50.38,8.706,0.9674
CPT,Real Estate Rental and Leasing,2016,1.7757,51.57,8.704,0.8228
CPT,Real Estate Rental and Leasing,2017,1.8895,49.09,8.728,0.6474
CPT,Real Estate Rental and Leasing,2018,1.8326,45.39,8.735,0.7011
CPT,Real Estate Rental and Leasing,2019,2.0566,45.39,8.817,0.6997
CPT,Real Estate Rental and Leasing,2020,1.9249,64.32,8.882,0.923
CPT,Real Estate Rental and Leasing,2021,2.9205,59.45,8.984,0.7577
CPT,Real Estate Rental and Leasing,2022,1.7825,59.58,9.141,0.7398
CPT,Real Estate Rental and Leasing,2023,1.6202,59.58,9.147,0.7472
CRL,"Professional, Scientific, and Technical Services",2004,1.4137,21.19,7.874,0.4664
CRL,"Professional, Scientific, and Technical Services",2005,1.318,18.78,7.839,0.1624
CRL,"Professional, Scientific, and Technical Services",2006,1.3553,31.77,7.847,0.3586
CRL,"Professional, Scientific, and Technical Services",2007,1.7798,38.66,7.939,0.2742
CRL,"Professional, Scientific, and Technical Services",2008,1.0801,40.47,7.678,0.4805
CRL,"Professional, Scientific, and Technical Services",2009,1.2305,47.68,7.698,0.3584
CRL,"Professional, Scientific, and Technical Services",2010,1.5616,44.76,7.458,1.0195
CRL,"Professional, Scientific, and Technical Services",2011,1.3179,35.92,7.351,1.366
CRL,"Professional, Scientific, and Technical Services",2012,1.5591,40.94,7.369,1.1094
CRL,"Professional, Scientific, and Technical Services",2013,1.9373,39.79,7.405,1.0356
CRL,"Professional, Scientific, and Technical Services",2014,2.0103,38.44,7.542,1.1572
CRL,"Professional, Scientific, and Technical Services",2015,2.2321,40.09,7.635,1.1773
CRL,"Professional, Scientific, and Technical Services",2016,1.7861,43.95,7.905,1.4759
CRL,"Professional, Scientific, and Technical Services",2017,2.1616,59.93,7.983,1.0957
CRL,"Professional, Scientific, and Technical Services",2018,1.8476,64.69,8.257,1.2662
CRL,"Professional, Scientific, and Technical Services",2019,2.0244,71.58,8.454,1.2387
CRL,"Professional, Scientific, and Technical Services",2020,2.658,68.58,8.611,1.0215
CRL,"Professional, Scientific, and Technical Services",2021,3.1281,67.16,8.857,1.1648
CRL,"Professional, Scientific, and Technical Services",2022,1.8741,67.16,8.936,1.0575
CRM,"Professional, Scientific, and Technical Services",2006,7.5514,39.8,6.5,0.0006
CRM,"Professional, Scientific, and Technical Services",2007,5.6839,39.37,6.994,0.0
CRM,"Professional, Scientific, and Technical Services",2008,2.2134,39.01,7.3,0.0096
CRM,"Professional, Scientific, and Technical Services",2009,3.4738,44.39,7.808,0.4462
CRM,"Professional, Scientific, and Technical Services",2010,5.712,44.39,8.036,0.3848
CRM,"Professional, Scientific, and Technical Services",2011,3.9775,43.58,8.334,0.351
CRM,"Professional, Scientific, and Technical Services",2013,4.2441,43.02,9.122,0.63
CRM,"Professional, Scientific, and Technical Services",2014,3.5745,45.71,9.277,0.3763
CRM,"Professional, Scientific, and Technical Services",2015,3.6936,55.97,9.455,0.301
CRM,"Professional, Scientific, and Technical Services",2016,3.309,62.95,9.775,0.2972
CRM,"Professional, Scientific, and Technical Services",2017,4.0534,62.95,9.953,0.2156
CRM,"Professional, Scientific, and Technical Services",2018,3.9166,60.83,10.333,0.2158
CRM,"Professional, Scientific, and Technical Services",2019,3.0668,63.87,10.917,0.1847
CRM,"Professional, Scientific, and Technical Services",2020,3.2232,61.83,11.102,0.1546
CRM,"Professional, Scientific, and Technical Services",2021,2.5674,60.23,11.464,0.2472
CRM,"Professional, Scientific, and Technical Services",2022,1.8175,66.8,11.501,0.255
CRM,"Professional, Scientific, and Technical Services",2023,2.8701,66.8,11.511,0.2274
CSCO,Manufacturing,2002,2.5487,56.11,10.54,0.0
CSCO,Manufacturing,2003,3.6756,64.17,10.522,0.0
CSCO,Manufacturing,2004,3.9584,55.03,10.48,0.0
CSCO,Manufacturing,2005,3.5782,80.31,10.431,0.0
CSCO,Manufacturing,2006,2.6473,84.66,10.676,0.2648
CSCO,Manufacturing,2007,3.4263,76.78,10.884,0.2036
CSCO,Manufacturing,2008,2.3237,80.08,10.981,0.2007
CSCO,Manufacturing,2009,2.0201,83.12,11.129,0.2664
CSCO,Manufacturing,2010,1.7964,85.17,11.304,0.3453
CSCO,Manufacturing,2011,1.1897,81.88,11.375,0.3562
CSCO,Manufacturing,2012,1.0989,80.64,11.427,0.3184
CSCO,Manufacturing,2013,1.523,82.48,11.525,0.2742
CSCO,Manufacturing,2014,1.4245,85.06,11.563,0.3691
CSCO,Manufacturing,2015,1.4969,84.67,11.639,0.4247
CSCO,Manufacturing,2016,1.4975,86.67,11.709,0.4505
CSCO,Manufacturing,2017,1.4669,87.41,11.774,0.5098
CSCO,Manufacturing,2018,2.0287,87.92,11.597,0.5918
CSCO,Manufacturing,2019,2.6599,87.38,11.491,0.7347
CSCO,Manufacturing,2020,2.2682,88.66,11.46,0.411
CSCO,Manufacturing,2021,2.5251,86.34,11.488,0.3075
CSCO,Manufacturing,2022,2.096,82.83,11.451,0.2655
CSCO,Manufacturing,2023,2.1699,82.83,11.531,0.2122
CSGP,Information,2015,3.4019,44.23,7.64,0.23
CSGP,Information,2016,2.9675,45.9,7.689,0.2045
CSGP,Information,2017,3.7314,54.81,7.963,0.0
CSGP,Information,2018,3.7111,54.51,8.106,0.0
CSGP,Information,2019,5.7313,56.78,8.257,0.044
CSGP,Information,2020,5.4305,53.36,8.842,0.2092
CSGP,Information,2021,4.4545,57.96,8.89,0.195
CSGP,Information,2022,3.8713,63.87,9.036,0.1603
CSGP,Information,2023,4.1224,63.87,9.096,0.1508
CSX,Transportation and Warehousing,2002,0.6267,23.13,9.95,1.1301
CSX,Transportation and Warehousing,2003,0.6913,8.17,9.988,1.1334
CSX,Transportation and Warehousing,2004,0.6491,17.23,10.11,1.0744
CSX,Transportation and Warehousing,2005,0.706,6.79,10.095,0.7581
CSX,Transportation and Warehousing,2006,0.837,24.53,10.132,0.6667
CSX,Transportation and Warehousing,2007,0.9867,55.03,10.148,0.8356
CSX,Transportation and Warehousing,2008,0.7803,55.69,10.177,0.9732
CSX,Transportation and Warehousing,2009,1.0019,62.86,10.205,0.9053
CSX,Transportation and Warehousing,2010,1.1582,60.58,10.245,0.9975
CSX,Transportation and Warehousing,2011,1.0632,72.89,10.291,1.093
CSX,Transportation and Warehousing,2012,0.9802,70.19,10.328,1.0939
CSX,Transportation and Warehousing,2013,1.2139,68.53,10.367,0.9115
CSX,Transportation and Warehousing,2014,1.3816,66.2,10.406,0.8736
CSX,Transportation and Warehousing,2015,1.0205,68.49,10.464,0.9186
CSX,Transportation and Warehousing,2016,1.2606,68.31,10.475,0.9669
CSX,Transportation and Warehousing,2017,1.7001,54.02,10.484,0.8031
CSX,Transportation and Warehousing,2018,1.7858,56.75,10.511,1.1746
CSX,Transportation and Warehousing,2019,1.9018,55.15,10.552,1.4169
CSX,Transportation and Warehousing,2020,2.1713,57.21,10.591,1.3133
CSX,Transportation and Warehousing,2021,2.4597,64.03,10.61,1.2534
CSX,Transportation and Warehousing,2022,1.9713,63.43,10.643,1.4748
CSX,Transportation and Warehousing,2023,2.0515,63.43,10.655,1.5742
CTAS,Other Services (except Public Administration),2001,3.8082,20.01,7.832,0.5068
CTAS,Other Services (except Public Administration),2002,2.6631,14.98,7.857,0.342
CTAS,Other Services (except Public Administration),2003,2.9366,30.4,7.941,0.2565
CTAS,Other Services (except Public Administration),2004,2.4061,34.39,8.026,0.2246
CTAS,Other Services (except Public Administration),2005,2.2513,31.49,8.139,0.3825
CTAS,Other Services (except Public Administration),2006,1.9516,46.3,8.18,0.4065
CTAS,Other Services (except Public Administration),2007,1.439,55.53,8.245,0.4187
CTAS,Other Services (except Public Administration),2008,1.1677,61.57,8.222,0.3323
CTAS,Other Services (except Public Administration),2009,1.1992,65.58,8.286,0.3102
CTAS,Other Services (except Public Administration),2010,1.3341,74.04,8.378,0.5585
CTAS,Other Services (except Public Administration),2011,1.4308,71.57,8.333,0.6006
CTAS,Other Services (except Public Administration),2012,1.5859,72.18,8.377,0.5947
CTAS,Other Services (except Public Administration),2013,1.9208,71.01,8.403,0.5933
CTAS,Other Services (except Public Administration),2014,2.6038,74.65,8.341,0.6727
CTAS,Other Services (except Public Administration),2015,2.7238,64.52,8.32,0.7055
CTAS,Other Services (except Public Administration),2016,2.3964,65.05,8.831,1.3607
CTAS,Other Services (except Public Administration),2017,3.1493,56.31,8.848,0.8405
CTAS,Other Services (except Public Administration),2018,3.4641,60.51,8.914,0.9491
CTAS,Other Services (except Public Administration),2019,3.696,66.26,8.945,0.8362
CTAS,Other Services (except Public Administration),2020,4.7963,65.04,9.016,0.7366
CTAS,Other Services (except Public Administration),2021,5.3371,74.25,9.005,0.8973
CTAS,Other Services (except Public Administration),2022,5.9324,61.02,9.053,0.6906
CTLT,Manufacturing,2017,1.8727,34.73,8.147,2.8745
CTLT,Manufacturing,2018,1.8341,42.52,8.419,2.5042
CTLT,Manufacturing,2019,1.7561,44.89,8.73,1.7598
CTLT,Manufacturing,2020,1.9357,53.01,8.959,1.0766
CTLT,Manufacturing,2021,2.3891,54.38,9.117,0.8506
CTLT,Manufacturing,2022,2.24,58.69,9.26,0.9007
CTLT,Manufacturing,2023,1.1814,58.69,9.285,1.0659
CTRA,Mining,2007,1.9402,23.78,7.7,0.327
CTRA,Mining,2008,0.9602,18.7,8.217,0.4842
CTRA,Mining,2009,1.4452,10.53,8.212,0.4441
CTRA,Mining,2010,1.2264,12.82,8.295,0.5206
CTRA,Mining,2011,2.0471,16.36,8.374,0.4514
CTRA,Mining,2012,2.4985,12.37,8.437,0.51
CTRA,Mining,2013,3.4704,15.15,8.513,0.5203
CTRA,Mining,2014,2.5712,28.35,8.601,0.8176
CTRA,Mining,2015,1.7763,27.35,8.568,1.0079
CTRA,Mining,2016,2.418,32.09,8.541,0.5922
CTRA,Mining,2017,3.1086,33.16,8.461,0.603
CTRA,Mining,2018,2.5419,32.89,8.343,0.5872
CTRA,Mining,2019,1.8238,32.89,8.409,0.5837
CTRA,Mining,2020,1.6936,28.7,8.417,0.5269
CTRA,Mining,2021,0.9508,35.83,9.898,0.295
CTRA,Mining,2022,1.0655,34.1,9.911,0.2053
CTRA,Mining,2023,1.0625,34.1,9.924,0.1937
CTSH,"Professional, Scientific, and Technical Services",2004,9.9167,56.66,6.35,0.0
CTSH,"Professional, Scientific, and Technical Services",2005,8.0526,47.67,6.768,0.0
CTSH,"Professional, Scientific, and Technical Services",2006,8.293,45.23,7.19,0.0
CTSH,"Professional, Scientific, and Technical Services",2007,5.3175,30.29,7.517,0.0
CTSH,"Professional, Scientific, and Technical Services",2008,2.2183,30.29,7.773,0.0
CTSH,"Professional, Scientific, and Technical Services",2009,4.0361,40.05,8.113,0.0
CTSH,"Professional, Scientific, and Technical Services",2010,4.8605,67.84,8.43,0.0
CTSH,"Professional, Scientific, and Technical Services",2011,3.539,64.97,8.614,0.0
CTSH,"Professional, Scientific, and Technical Services",2012,3.4177,65.38,8.783,0.0
CTSH,"Professional, Scientific, and Technical Services",2013,3.7379,66.71,9.013,0.0
CTSH,"Professional, Scientific, and Technical Services",2014,2.8781,66.68,9.369,0.2116
CTSH,"Professional, Scientific, and Technical Services",2015,2.8962,67.23,9.478,0.1388
CTSH,"Professional, Scientific, and Technical Services",2016,2.4502,74.21,9.565,0.0818
CTSH,"Professional, Scientific, and Technical Services",2017,2.8009,71.2,9.63,0.0818
CTSH,"Professional, Scientific, and Technical Services",2018,2.3486,68.64,9.675,0.0652
CTSH,"Professional, Scientific, and Technical Services",2019,2.203,56.2,9.693,0.1552
CTSH,"Professional, Scientific, and Technical Services",2020,2.6717,58.85,9.736,0.1643
CTSH,"Professional, Scientific, and Technical Services",2021,2.7018,72.31,9.79,0.138
CTSH,"Professional, Scientific, and Technical Services",2022,1.7173,77.72,9.79,0.1257
CTSH,"Professional, Scientific, and Technical Services",2023,2.1075,77.72,9.825,0.1012
CTVA,Wholesale Trade,2019,0.5381,37.44,10.655,0.0283
CTVA,Wholesale Trade,2020,0.7133,56.21,10.661,0.0658
CTVA,Wholesale Trade,2021,0.8484,54.41,10.654,0.0621
CTVA,Wholesale Trade,2022,1.0252,63.76,10.66,0.0694
CTVA,Wholesale Trade,2023,0.8508,63.76,10.669,0.1188
CVS,Retail Trade,2002,1.133,30.3,9.174,0.2165
CVS,Retail Trade,2003,1.4566,30.3,9.263,0.1811
CVS,Retail Trade,2004,1.4377,45.46,9.585,0.4119
CVS,Retail Trade,2005,1.5509,38.85,9.635,0.2662
CVS,Retail Trade,2006,1.4867,24.57,9.932,0.5168
CVS,Retail Trade,2007,1.2283,74.69,10.91,0.3364
CVS,Retail Trade,2008,0.8703,74.69,11.018,0.3419
CVS,Retail Trade,2009,0.9081,89.68,11.029,0.3124
CVS,Retail Trade,2010,0.9241,79.18,11.038,0.2668
CVS,Retail Trade,2011,0.9753,84.79,11.075,0.2632
CVS,Retail Trade,2012,1.0521,88.45,11.096,0.2607
CVS,Retail Trade,2013,1.3681,88.81,11.178,0.3533
CVS,Retail Trade,2014,1.6531,89.16,11.215,0.3413
CVS,Retail Trade,2015,1.4426,87.61,11.447,0.7384
CVS,Retail Trade,2016,1.1778,81.17,11.456,0.7475
CVS,Retail Trade,2017,1.0566,86.47,11.463,0.7164
CVS,Retail Trade,2018,0.8057,81.72,12.188,1.2611
CVS,Retail Trade,2019,0.8349,80.66,12.312,1.3936
CVS,Retail Trade,2020,0.7564,86.6,12.349,1.2256
CVS,Retail Trade,2021,0.9115,86.29,12.359,1.0123
CVS,Retail Trade,2022,0.8406,90.65,12.338,0.996
CVS,Retail Trade,2023,0.7251,90.65,12.428,1.0382
CVX,Manufacturing,2003,1.2883,46.58,11.308,0.3471
CVX,Manufacturing,2004,1.308,60.47,11.443,0.2492
CVX,Manufacturing,2005,1.1096,80.34,11.743,0.2053
CVX,Manufacturing,2006,1.2742,75.18,11.795,0.1427
CVX,Manufacturing,2007,1.3599,60.83,11.91,0.0938
CVX,Manufacturing,2008,0.9751,76.8,11.99,0.1027
CVX,Manufacturing,2009,1.0028,76.8,12.011,0.1144
CVX,Manufacturing,2010,1.0535,69.83,12.127,0.1092
CVX,Manufacturing,2011,1.0548,69.83,12.252,0.0836
CVX,Manufacturing,2012,0.9559,76.79,12.359,0.0893
CVX,Manufacturing,2013,1.0225,72.82,12.444,0.137
CVX,Manufacturing,2014,0.8972,72.48,12.491,0.1794
CVX,Manufacturing,2015,0.7815,79.68,12.492,0.2527
CVX,Manufacturing,2016,1.0334,76.83,12.469,0.3169
CVX,Manufacturing,2017,1.0922,88.11,12.444,0.2617
CVX,Manufacturing,2018,0.9512,84.17,12.445,0.223
CVX,Manufacturing,2019,1.0853,77.54,12.378,0.214
CVX,Manufacturing,2020,0.8791,82.16,12.388,0.3662
CVX,Manufacturing,2021,1.091,84.12,12.386,0.2508
CVX,Manufacturing,2022,1.4401,71.51,12.46,0.1718
CVX,Manufacturing,2023,1.1633,71.51,12.475,0.162
CZR,Accommodation and Food Services,2017,1.3357,18.97,8.174,2.3174
CZR,Accommodation and Food Services,2018,1.1871,20.47,8.685,4.102
CZR,Accommodation and Food Services,2019,1.4829,19.51,8.638,3.3458
CZR,Accommodation and Food Services,2020,1.1649,64.46,10.502,5.3692
CZR,Accommodation and Food Services,2021,1.2355,69.89,10.546,6.0248
CZR,Accommodation and Food Services,2022,1.0459,66.58,10.42,7.0393
CZR,Accommodation and Food Services,2023,1.0764,66.58,10.415,5.6676
D,Utilities,2003,0.8877,28.94,10.696,1.7537
D,Utilities,2004,0.8907,25.4,10.724,1.527
D,Utilities,2005,0.8619,52.72,10.872,1.7891
D,Utilities,2006,0.9917,62.43,10.805,1.5179
D,Utilities,2007,1.1208,49.24,10.574,1.7509
D,Utilities,2008,0.9113,49.24,10.647,1.7297
D,Utilities,2009,0.9688,67.77,10.659,1.6015
D,Utilities,2010,0.9917,69.03,10.665,1.4705
D,Utilities,2011,1.1168,67.92,10.728,1.8074
D,Utilities,2012,1.0958,67.06,10.754,2.0331
D,Utilities,2013,1.2049,67.06,10.822,1.9564
D,Utilities,2014,1.3058,72.02,10.903,2.2462
D,Utilities,2015,1.178,78.87,10.982,2.2861
D,Utilities,2016,1.1618,81.26,11.179,2.4029
D,Utilities,2017,1.17,81.09,11.246,2.1773
D,Utilities,2018,1.076,80.41,11.263,1.7494
D,Utilities,2019,1.0383,82.1,11.55,1.2969
D,Utilities,2020,1.0239,78.11,11.471,1.5838
D,Utilities,2021,1.0515,80.66,11.509,1.6098
D,Utilities,2022,0.9347,81.2,11.554,1.7714
D,Utilities,2023,0.7729,81.2,11.599,1.7434
DD,Manufacturing,2018,0.8605,53.59,12.144,0.4279
DD,Manufacturing,2019,0.9427,53.59,11.148,0.4392
DD,Manufacturing,2020,1.053,67.22,11.169,0.5831
DD,Manufacturing,2021,1.1508,72.6,10.73,0.4259
DD,Manufacturing,2022,0.9657,70.12,10.63,0.3198
DD,Manufacturing,2023,1.0732,70.12,10.56,0.3413
DE,Manufacturing,2005,0.9809,37.96,10.423,2.718
DE,Manufacturing,2006,1.1247,42.38,10.455,2.6304
DE,Manufacturing,2007,1.447,46.4,10.56,3.042
DE,Manufacturing,2008,0.9992,59.78,10.564,3.4318
DE,Manufacturing,2009,1.0656,58.83,10.625,5.0949
DE,Manufacturing,2010,1.3121,67.75,10.675,3.8709
DE,Manufacturing,2011,1.1909,70.28,10.783,3.9101
DE,Manufacturing,2012,1.1651,62.82,10.938,4.7384
DE,Manufacturing,2013,1.0932,59.19,10.994,3.3583
DE,Manufacturing,2014,1.0844,62.05,11.024,4.0781
DE,Manufacturing,2015,1.0622,61.62,10.967,5.4645
DE,Manufacturing,2016,1.0946,61.1,10.968,5.4715
DE,Manufacturing,2017,1.2588,64.7,11.094,4.19
DE,Manufacturing,2018,1.2179,67.65,11.158,3.7435
DE,Manufacturing,2019,1.3678,67.65,11.198,3.9721
DE,Manufacturing,2020,1.5603,68.54,11.226,3.5791
DE,Manufacturing,2021,1.8326,68.85,11.34,2.6418
DE,Manufacturing,2022,1.8934,81.56,11.408,2.5763
DE,Manufacturing,2023,1.6003,81.56,11.553,2.9237
DECK,Manufacturing,2011,2.551,54.86,7.044,0.0
DECK,Manufacturing,2012,1.3279,51.17,6.974,0.0447
DECK,Manufacturing,2013,2.3287,57.12,7.139,0.011
DECK,Manufacturing,2014,2.1066,44.37,7.065,0.0411
DECK,Manufacturing,2015,1.5793,51.54,7.153,0.1035
DECK,Manufacturing,2016,1.6305,53.95,7.083,0.0342
DECK,Manufacturing,2017,2.1933,53.08,7.142,0.0341
DECK,Manufacturing,2018,3.0233,55.96,7.263,0.0301
DECK,Manufacturing,2019,2.2931,55.96,7.476,0.2594
DECK,Manufacturing,2020,4.3572,62.62,7.681,0.1544
DECK,Manufacturing,2021,3.2625,65.13,7.755,0.1443
DECK,Manufacturing,2022,4.6999,62.39,7.846,0.1396
DECK,Manufacturing,2023,7.7678,62.39,8.051,0.1266
DGX,Health Care and Social Assistance,2003,2.0038,16.3,8.367,0.4605
DGX,Health Care and Social Assistance,2004,2.4914,28.79,8.344,0.4801
DGX,Health Care and Social Assistance,2005,2.2255,22.25,8.577,0.5763
DGX,Health Care and Social Assistance,2006,2.0905,20.84,8.641,0.5154
DGX,Health Care and Social Assistance,2007,1.6117,48.05,9.056,1.0651
DGX,Health Care and Social Assistance,2008,1.5428,51.82,9.036,0.8553
DGX,Health Care and Social Assistance,2009,1.6552,51.82,9.055,0.7788
DGX,Health Care and Social Assistance,2010,1.4311,70.59,9.051,0.7413
DGX,Health Care and Social Assistance,2011,1.4135,66.98,9.139,1.0899
DGX,Health Care and Social Assistance,2012,1.3561,50.95,9.136,0.808
DGX,Health Care and Social Assistance,2013,1.234,62.72,9.099,0.844
DGX,Health Care and Social Assistance,2014,1.3586,60.29,9.198,0.8747
DGX,Health Care and Social Assistance,2015,1.3877,68.63,9.207,0.7795
DGX,Health Care and Social Assistance,2016,1.6163,71.59,9.22,0.8068
DGX,Health Care and Social Assistance,2017,1.6262,67.68,9.259,0.7689
DGX,Health Care and Social Assistance,2018,1.3755,70.61,9.306,0.7464
DGX,Health Care and Social Assistance,2019,1.5208,70.61,9.461,0.9445
DGX,Health Care and Social Assistance,2020,1.4619,71.23,9.549,0.6887
DGX,Health Care and Social Assistance,2021,1.8548,71.23,9.519,0.7227
DGX,Health Care and Social Assistance,2022,1.7128,77.85,9.46,0.7843
DHI,Construction,2002,0.9317,21.4,8.702,1.2681
DHI,Construction,2003,1.1023,9.62,8.893,0.9775
DHI,Construction,2004,1.2494,30.26,9.103,0.8835
DHI,Construction,2005,1.298,24.04,9.435,0.9159
DHI,Construction,2006,0.9163,30.91,9.604,0.942
DHI,Construction,2007,0.7278,30.96,9.355,0.7834
DHI,Construction,2008,1.021,28.77,8.95,1.3225
DHI,Construction,2009,1.0212,28.37,8.818,1.4504
DHI,Construction,2010,0.9627,30.87,8.689,0.8311
DHI,Construction,2011,0.8513,30.54,8.586,0.6505
DHI,Construction,2012,1.2571,31.79,8.889,0.6941
DHI,Construction,2013,1.1047,30.14,9.089,0.8646
DHI,Construction,2014,1.0943,29.57,9.23,0.7199
DHI,Construction,2015,1.3124,38.83,9.319,0.6466
DHI,Construction,2016,1.2573,37.27,9.355,0.4816
DHI,Construction,2017,1.4645,39.26,9.408,0.3707
DHI,Construction,2018,1.3514,37.86,9.555,0.3566
DHI,Construction,2019,1.4622,39.11,9.655,0.3392
DHI,Construction,2020,1.6841,43.29,9.848,0.3649
DHI,Construction,2021,1.4717,42.58,10.086,0.3661
DHI,Construction,2022,0.9647,42.69,10.321,0.3153
DHI,Construction,2023,1.2623,47.02,10.392,0.2266
DHR,Manufacturing,2005,1.9738,44.52,9.123,0.205
DHR,Manufacturing,2006,1.9249,42.35,9.462,0.3663
DHR,Manufacturing,2007,1.8101,31.69,9.768,0.4101
DHR,Manufacturing,2008,1.1803,26.52,9.769,0.267
DHR,Manufacturing,2009,1.3882,23.01,9.883,0.2522
DHR,Manufacturing,2010,1.5207,20.6,10.009,0.206
DHR,Manufacturing,2011,1.2573,33.1,10.307,0.3138
DHR,Manufacturing,2012,1.3289,34.97,10.402,0.281
DHR,Manufacturing,2013,1.6553,45.37,10.454,0.1563
DHR,Manufacturing,2014,1.7258,47.39,10.518,0.1486
DHR,Manufacturing,2015,1.5897,57.2,10.784,0.5433
DHR,Manufacturing,2016,1.4604,60.03,10.721,0.5334
DHR,Manufacturing,2017,1.6116,61.27,10.75,0.3992
DHR,Manufacturing,2018,1.716,72.23,10.775,0.3452
DHR,Manufacturing,2019,2.0823,70.25,11.036,0.7857
